prem	hyp	label	annotated_label	lexical_linguistic	syntactic_linguistic	factivity_linguistic	negation_logic	boolean_logic	quantifier_logic	conditional_logic	comparative_logic	relational_reasoning	spatial_reasoning	temporal_reasoning	causal_reasoning	coreference_reasoning	world_knowledge	taxonomic_knowledge	general_q2	subject_q2	object_q2	pairID	genre
That's best thing, that's the best play right now.	That's the best strategy at the moment.	entailment	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	25314e	nineeleven
Pearl Jam detractors still can't stand singer Eddie  They say he's unbearably self-important and limits the group's appeal by refusing to sell out and make videos.	Everyone loves Eddie, because he is so humble.	contradiction	contradiction	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	21770c	slate
Even though I had freedom when I was, you know, home, whatever, but I still had a curfew.	I was able to do what I liked home, but only withing reasonable hours.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	110392n	facetoface
We were very proud that our class stepped up and made a difference for young deserving students -just like we were 20 years ago back in 1980!	We did not deserve anything and neither do these students.  	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	108577c	letters
Onomatopoeia has a long, honorable, and pleasurable history'from Aristophanes' brek-ke-kex ko-ax ko-ax to Kermit's ribbet, ribbet 'from majestic lines in ancient epic poetry to simple, homey words like plop, splash , and murmur .  In every language and time, the sound and look of some words have given clues to their  their sound has suggested their sense.	The word onomatopoeia was not historic from Aristophanes.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	141527c	verbatim
The vineyards hug the gentle slopes between the Vosges and the Rhine Valley along a single narrow 120-km (75-mile) strip that stretches from Marlenheim, just west of Strasbourg, down to Thann, outside Mulhouse.	There are vineyards all along the slopes between the Vosges and Rhine Valley.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	111643e	travel
When the vacuum pump comes on, five pounds of force per square foot push down on the fabric.	WHen the pump starts up, the force is on the thread.	contradiction	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	123527c	oup
he's a college graduate type guy he's been in all he's an entrepreneur and he gives very practical financial advice about cars very you know not not nothing college level basic stuff his name is Bruce Williams he's on national radio uh i don't know what it would be down there you might want to whatever your radio talk shows are down there he's on that channel it's uh it's five seventy up here	the entrepreneur advises people about the financial aspect of cars	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	134641e	telephone
Figure 14.5 shows our basic results in regard to average profit margin for different levels of technology adoption.	The basic results are shown in figure 14.5.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	55515e	oup
The enterprises that compose the apparel and textile industries manufacture a wide variety of products, and the mix has also changed since the postwar era.	Apparel and textile industry enterprises manufacture many different products, which have changed since the postwar era.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	6666e	oup
Also beyond city limits is the Legacy Golf Club in the nearby suburb of Henderson.	The Legacy Golf Club is outside the city limits.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	8797e	travel
For instance, mandatory account proposals are more likely to increase private saving because such a program would require households that do not currently save-such as many low-income individuals or families-to place some amount in an individual account.	Mandatory account proposals are likely to increase savings by forcing people to save.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	92163e	government
and the other thing is the cost it's almost prohibitive to bring it to a dealer	The cost of fixing it makes it hard to bring it to a dealer.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	118460n	telephone
Transmission of the Authorization from the White House to the Pilots The NMCC learned of United 93's hijacking at about 10:03.	The NMCC heard about the hijacking of United 93 at 10:03.	entailment	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	5723e	nineeleven
Yet as political, social, and economic problems created flammable societies, Bin Ladin used Islam's most extreme, fundamentalist traditions as his match.	Islam contains some extreme and fundamentalist traditions.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	18422e	nineeleven
Citing the Soviet army's withdrawal from Afghanistan as proof that a ragged army of dedicated Muslims could overcome a superpower, he told the  We are certain that we shall-with the grace of Allah-prevail over the Americans.	Muslims army managed to draw out the Soviet army from Afghanistan.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	132865e	nineeleven
Several of its beaches are officially designated for nudism (known locally as naturisme) the most popular being Pointe Tarare and a functionary who is a Chevalier de la L??gion d'Honneur has been appointed to supervise all aspects of sunning in the buff.	There are a number of nude beaches.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	103364e	travel
Markets certainly have not disappeared, but these relationships have been transformed.	Market relationships have transformed.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	37599e	oup
The category of qualifying teen-agers and women could include all recipients of welfare or other public assistance (including daughters of recipients) who are competent to give informed consent to the implant procedure.	Women who are on welfare will not qualify for the implant.	contradiction	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	108847c	slate
I don't know what I would have done without Legal Services, said James. 	James said Legal Services helped him a lot.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	145472e	government
The law school's 5,900 alumni are a distinguished group.	The 5,900 alumni of the law school have faded into the woodwork.	contradiction	neutral	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	25923c	letters
There are actually three winding roads, or the Grande, the high road, starting out from the Avenue des Diables-Bleus in Nice; the Moyenne, the middle one, beginning at Place Max-Barel; and the Basse, along the coast from Boulevard Carnot, but usually jammed with traffic.	The Moyenne is a modern four-lane highway that runs straight from Nice to Paris.	contradiction	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	48842c	travel
In June 1984 I moved from Ottawa to Victoria, on Vancouver Island, where I now enjoy genteel retirement.	I moved to Victoria in 1984.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	97314e	verbatim
The narthex, or entrance hall to the nave, is crowned by a magnificent sculpted tympanum of Jesus enthroned after the Resurrection, preaching his message to the Apostles.	There is a tympanum of Jesus above the entrance to the nave.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	125187e	travel
Bin Ladin was prepared to pick up where he had left off in Sudan.	Bin Laden wanted to pick up where he left off in Sudan. 	entailment	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	138934e	nineeleven
This is especially true on Menorca, where cold winter winds limit the season's length.	This is especially untrue on Menorca, where warm summer weather extends the season's length.	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	60456c	travel
Although the accounting and reporting model needs to be updated, in my view, the current attest and assurance model is also out of date.	The accounting model needs to be updated in addition to the acquisition model.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	112402c	government
so are can i just ask you are you Canadian	Are you from Canada?	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	144063e	telephone
because i don't want to my mother was also a domineering type of personality because she had to take over the things that my dad fell short in	My mother made me take over the things that my dad fell short it.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	107152c	telephone
In a moment or two he was back. 	He went back in just a few moments. 	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	54213e	fiction
The oldest continually occupied settlement on the island is Kastro, where most of the buildings date from the 14th century and were laid out in a circular pattern atop a rocky outcrop 100 m (300 ft) above the east coast.	Most of the houses on Kastro date back to the 14th century.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	85403n	travel
Shootdown authority was first communicated to NEADS at 10:31.	At 10:31, NEADS received a communication.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	69631e	nineeleven
Recently I met a guy at a party over at San Barenakedino's.'	I met a guy at a party that I went to. 	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	9797e	fiction
saving that did not finance domestic investment would increase net foreign investment and improve the current account balance.	The current account balance can be improved slightly.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	145846e	government
In particular, the model provides a useful framework for assessing the long-term implications of alternative budget policies through their effect on national saving.	This model is not useful for seeing how certain budget policies affect national saving, as the model does not record that.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	23756c	government
A full-blown textile industry therefore blossomed in New England, fostered by the region's access to abundant water power, capital, mechanical skills, and a hardworking labor force.	The textile industry expanded in New England.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	35129e	oup
But the parent who fails to respond promptly and predictably, intervening only after the baby has become extremely agitated, teaches the infant to rise rapidly to intense distress.	A parent who does not respond quickly and in a consistent manner will teach the baby to rise quickly to distress.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	124389e	oup
Garlic is compounded from the Old English gar `spear,' and leac `leek.	"In Old English, the word ""gar"" means ""spear""."	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	134873e	verbatim
Your $1,000 contribution can put a mentor in a child's life-and hope in a child's future.	The contributions provide a mentor and hope for a child.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	106968n	letters
Beginning in the 1970s, retailers expanded their offshore sourcing efforts, especially after quality standards improved, establishing sourcing offices and relationships in low-wage countries, particularly in Asia.	The offices in Asia charged high prices to retailers, destroying their relationship.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	97606c	oup
Therefore, it is not surprising that most replenishment products are basics or fashion-basics with relatively stable  Manufacturers are unwilling to hold speculative stock to meet replenishment requests from retailers for fashion products because the risk of holding those fashion goods in finished goods inventory is too high.	Retailers routinely hold fashion goods in finished goods inventory to the happiness of Manufacturers.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	72230c	oup
Kentucky officials say there is a virtual epidemic of abusive relationships in the state.	There is a lot of domestic abuse in Kentucky.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	88969e	government
That is well. 	That is unwell.	contradiction	contradiction	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	130780c	fiction
We have already described some specific ways that managers can think about integration of new information technologies and manufacturing practices.	Managers can think about integration of new technologies in any of the ways we have described.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	91152e	oup
TEST ORGANISMS	Test Rocks	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	57369c	government
right right they left a woman and a child or the cat the sheep yeah	They let a woman and child remain, or it might have been the cat or sheep.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	132516e	telephone
For example, computers and related equipment have an estimated annual depreciation rate of 31 percent,7 and new versions of software applications are released every few years.	There is no way to peg an exact life expectancy to equipment.	contradiction	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	138451c	government
As outlined during recent meetings of the Board of Visitors and Alumni Association Directors, these will include an Indianapolis law student/alumni telephone campaign and increased emphasis on giving at the Maennerchor Society level.	During meetings of the Board of Visitors and Alumni Association Directors, telephone campaigns were discussed.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	145388e	letters
More to the point, even as the major airlines have been reaping large profits over the last four years, their productivity has not risen at all, suggesting that consolidation is not improving efficiency.	Airlines don't produce much profit but have become highly productive. 	contradiction	contradiction	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	128743c	slate
Since the mid 1990s, aggregate household wealth has swelled relative to disposable personal income, largely due to increases in the market value of households' existing assets (see figure 1.2).	The reason for the growth of aggregate wealth in households is the appreciating market value of existing assets following the mid 90s.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	28862e	government
We were staying here in Albemarle.	Albemarle is where we were residing.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	89410e	facetoface
The main gate of the churchyard leads out to Greyfriars Place, and across the street you will find an excellent view of one of Scotland's newest museums.	Across the street from the churchyard there is a forrest, with little view of anything other than trees. 	contradiction	contradiction	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	14672c	travel
This is an excerpt from the voice-over credo read in the opening credits for the new UPN series Star  Pitiful Helpless Giant , starring former Secretary of State George Shultz.	Star Pitiful Helpless Giant is a show on WGN.	contradiction	entailment	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	98274c	slate
Under  L,  entries include Latin/Greek , defined by Aphra Behn, cited in Dale Spender's book, as `Secret codes supplied through an education traditionally denied women.	Latin and Greek are among tings that are not traditionally taught to women. 	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	8291e	verbatim
Speed of delivery has increasingly become part of the competitive equation.	How fast things are delivered is an essential part of being competitive.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	135092e	oup
Examples of franglais which they find particularly monstrous are, I hear, to be condemned to a newly created  Mus??e des horreurs. 	They think some franglais are great.	contradiction	neutral	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	96122c	verbatim
yeah yeah if they do come up with a positive regardless of what uh what it was they detected uh we're required to go attend a uh a counseling session	Even if they say its more positive than what it seems we will have to go to a counseling session. 	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	129834e	telephone
It spoke of thousands of years, even before the times of the old empire.	It was older than the old Empire.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	114916e	fiction
According to fourth-year student David Schmidt, who serves as president of the Students Affairs council, the upgraded lounge is a priority for the students.	According to David Schmidt, the upgraded lounge is the most important thing for the students.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	123049n	letters
The advent of the Bronze Age (about 3200 b.c. ), and the spread of city-states ruled by kings, is marked by the appearance of royal tombs containing bronze objects in such places as Troy in the west, and Alacah??y??k near Ankara.	The tomb of Troy is full of bronze and silver treasure.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	51347c	travel
Under the budget deal, by 2002, national defense will consume about $273 billion a year compared with $267 billion now.	The national defense budget will decrease by 2002.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	74509c	slate
Benson's action picture in Lucia in London (Chapter 8):  Georgie stepped on a beautiful pansy. 	Georgie crushed a an horrible looking flower in Chapter 8 of Lucia in London.	contradiction	contradiction	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	139870c	verbatim
In keeping with other early Buddhist tenets, there is no figurative representation of Buddha here, However, there is a large gilded statue from a later period inside, and behind the temple are the spreading branches and trunks of the sacred Bodhi Tree, which is said to have grown from a sapling of the first one that stood here 2,500 years ago.	There are several figurative representations of Buddha located there.	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	81356c	travel
Shortly after the first call, Barbara Olson reached her husband again.	Barbara Olson was able to speak to her husband.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	124414e	nineeleven
Was it a sudden decision on his part, or had he already made up his mind when he parted from me a few hours earlier? 	Was it something done in the spur of the moment, or was this already a plan for a long time?	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	38925e	fiction
She will step down from the court in December 2002.	She's going to step down from the court in the winter of 2002.	entailment	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	34259e	government
NEADS reported to the Continental U.S.	France is the base of NEADS.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	54928c	nineeleven
Pro-Microsoft analysts spin this as a heroic sacrifice, removing the lightning rod whose seemingly disingenuous testimony has ostensibly driven the DOJ to the verge of demanding the company's breakup.	Pro-Apple analysts say that was a sacrifice for the company.	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	80458c	slate
Journalists and other commentators have sometimes taken a facetious view of the situation, suggesting that person , itself, is sexist because -son denotes `male offspring,' that words like manhole are sexist, and that even woman ( wo + man ) is sexist.	Journalists and commentators take the idea of sexism in language very seriously.	contradiction	entailment	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	71570c	verbatim
Uh, they're speculating it's from the aircraft.	They think it is from the aircraft.	entailment	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	79785e	nineeleven
Even though national saving remains relatively low by U.S. historical standards, economic growth in recent years has been high because more and better investments were made.	Americans are not saving much.	entailment	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	20882e	government
oh hum well uh i haven't for some reason have never really gotten enthused about football in the summer from from the the World League	Football is active in the summer.	entailment	neutral	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	59517e	telephone
The tip was hooked towards the edge, the same way the tips are hammered for knives used for slaughter.	They were weapons used to kill.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	121360e	fiction
(For more information on BLM's senior executive performance plans, see app.	You can find more information from the senior executive's plan.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	112688e	government
uh and i think even Electric Light Orchestra had some some real um influences by classical music and i'm still still my favorite in fact most of my CDs that i got are classical music	I have some CDs of barney songs, but those aren't most of my CDs. 	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	143760n	telephone
The phrase brave new world is now synonymous with a nightmarish, technically advanced society.	"A high-tech society is synonymous to the expression ""brave new world""."	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	27856e	verbatim
It has been suggested that SF include only those stories which would be invalidated without their scientific content;  that fiction which concerns science, scientists, and the impact of science on humans;  that which explores alternate existences (whether future, extraterrestrial, or only in characters' minds) based on facts and logical progression via scientific method.	Everyone agrees that SF stories can ignore facts and logic.	contradiction	contradiction	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	22238c	verbatim
This sort of misnomer leads Carnegie to suppose that  to the uninitiated no map is so misleading as that of West Australia where lakes are salt-bogs without surface water, springs seldom run, and native `wells' are merely tiny holes in the rock, yielding from 0 to 200 gallons. 	The terms for water are the same in Australia as they are through out the world.	contradiction	contradiction	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	22304c	verbatim
In about a quarter of an hour the bell rang, and Tuppence repaired to the hall to show the visitor out.	After 15 minutes, nothing happened and Tuppence and the visitor decided that it was time to eat some lunch. 	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	131059c	fiction
And uh, somewhere in the middle of VA.	Very far from VA.	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	65270c	facetoface
American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.	American 77 traveled on a course heading east to Washington, D.C	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	100061e	nineeleven
In contrast, suppliers that have continued to innovate and expand their use of the four practices, as well as other activities described in previous chapters, keep outperforming the industry as a whole.	The suppliers that continued to innovate in their use of the four practices consistently underperformed in the industry.	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	142194c	oup
At 10:00:03, Jarrah stabilized the airplane.	Jarrah was never able to stabilize the plane.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	101963c	nineeleven
The almost midtown Massabielle quarter (faubourg de Massabielle), is sometimes described as the most picturesque in the city.	The Massabielle quarter is a very touristy place.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	85279n	travel
Conspiracy theorists  MasterCard is investing in a chip that can store electronic cash, your medical history, and keys to your home and office.	Conspiracy theorists believe Mastercard is working on a chip to store all your personal data.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	29651e	slate
substitute my my yeah my kid'll do uh four or five hours this week for me no problem	I won't be substituting anything in this case.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	54327c	telephone
The cuts will take the biggest bite out of Land of Lincoln, a network of eight offices and 40 lawyers who help clients in southern Illinois with problems like eviction, access to Social Security and obtaining orders of protection from abusive spouses.	Lawyers in the network will receive a billion dollar increase to their budgets.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	83145c	government
and uh i'm originally from Virginia and uh and my memories of summer have always been that stifling humidity	I'm from Virginia and I remember summers being full of humid days.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	51489e	telephone
Where would he be today without American commercial know-how?	American know-how is the reason he got to where he is.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	72040e	slate
These runs could cost far more than the value of the small improvement in service.	The runs are small compared to the improvement in service.	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	99670c	government
Command  Uh, do we want to think, uh, about scrambling aircraft?	Should we consider getting aircraft together?	entailment	contradiction	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	16314e	nineeleven
One of them, darker skinned, had hair braided into two lines.	One of them had their hair braided.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	88315e	fiction
If you are keen to learn Israeli folk dancing, the Bicurei Ha'etim Cellar in Heftman Street will teach you.	The Bicurei Ha'etim Cellar exclusively teaches traditional Russian dancing.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	96125c	travel
Thus, while the fighter pilots under NORAD direction who had scrambled out of Langley never received any type of engagement order, the Andrews pilots were operating weapons free-a permissive rule of engagement.	Fighter pilots were scrambled out of Langley and were given engagement orders immediately.	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	112374c	nineeleven
Neither do we.	We also don't wish that.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	47762e	letters
to uh working a steady eight hour job as it were i had been working for a camp and had relatively real long hours sixteen years old and could handle getting up at five and not getting to bed until ten or eleven and	I had been working all day long for a camp.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	133842e	telephone
It is housed in a Martello A series of such towers, some 12 m (40 ft) high and 2.5 m (8 ft) thick, were constructed along the coast at the beginning of the 19th century to guard against invasion by Napoleon.	A number of these towers, which were built to guard against invasion by Napoleon, were built along the coast in the 19th century.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	117222e	travel
Bin Ladin began delivering diatribes against the United States before he left Saudi Arabia.	Bin Laden never lived in Saudi Arabia.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	119771c	nineeleven
The  liberation  of these old European colonies created the basis for postwar independence movements proclaiming the Japanese slogan  Asia for the Asians.  	Old European colonies were liberated.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	85103e	travel
Where lies the real Japan?	The real Japan is obvious to all.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	117392c	travel
He could have learned of this from messages being sent by United Airlines to the cockpits of its transcontinental flights, including Flight 93, warning of cockpit intrusion and telling of the New York attacks.	United Airlines sent some messages to the cockpits of transcontinental flights.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	37063e	nineeleven
The setting--wherever it might be--always seems authentic, not as if it were a Hollywood back lot.	The scene looked real even if it was in a back lot of Hollywood.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	41494e	slate
I had rejected it as absurd, nevertheless it persisted. 	It persisted even after I rejected it as an absurdity.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	119768e	fiction
Further research is needed and families still need help.	All the families in our area got the help they needed.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	90808c	letters
Without the discount, nobody would buy the stock.	Nobody would buy the stock if there was a discount.	contradiction	contradiction	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	47656c	slate
Let's see, recent authors You've probably never heard of any of these, but Gregory Benford is very good, these are science fiction, uh, see David Grant, science fiction that is real good.	David Grant writes really good science fiction.	entailment	entailment	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	121007e	facetoface
I think that's one I remember, a lot because when I was in 1st grade, I was sick a lot of the year, and I was out of school a lot of the year.	I was very healthy throughout my time in 1st grade. 	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	142200c	facetoface
While Bin Ladin maintained his own al Qaeda guesthouses and camps for vetting and training recruits, he also provided support to and benefited from the broad infrastructure of such facilities in Afghanistan made available to the global network of Islamist movements.	Bin Ladin never benefited infrastructure related to global networks of Islamist movements.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	90149c	nineeleven
However, if people can readily withdraw money from tax-preferred accounts for purposes other than retirement, there is no assurance that tax incentives would ultimately enhance individuals' retirement security.	If people can't readily withdraw money from tax-preferred accounts for purposes other than retirement, there is no assurance that tax incentives would improve retirement security.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	93554c	government
At about 9:00, the senior NMCC operations officer reached out to the FAA operations center for information.	A senior NMCC operations officer never reached out to the FAA.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	92096c	nineeleven
13 Executive  Effectively Implementing the Government Performance and Results Act ( GAO/GGD-96-118, June 1996).	13 executives effectively implemented the government performance and results act 	entailment	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	13601e	government
