	Unnamed: 0	prem	hyp	label	lexical_linguistic	syntactic_linguistic	factivity_linguistic	negation_logic	boolean_logic	quantifier_logic	conditional_logic	comparative_logic	relational_reasoning	spatial_reasoning	temporal_reasoning	causal_reasoning	coreference_reasoning	world_knowledge	taxonomic_knowledge	pairID	genre	s1	s2	bag_of_words	aloxatel/bert-base-mnli	esim
6576	8895	The seven grants flow from a new Nonprofit Capacity Building program at the foundation, part of a trend among philanthropists to give money to help organizations grow stronger, rather than to the program services they provide.	The grants flow from a Nonprofit Capacity Building program at the foundation, exemplifying a trend among philanthropists to give money to grow organizations and then to take them over.	neutral	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	67113n	government	The seven grants flow from a new Nonprofit Capacity Building program at the foundation, part of a trend among philanthropists to give money to help organizations grow stronger, rather than to the program services they provide.	The grants flow from a Nonprofit Capacity Building program at the foundation, exemplifying a trend among philanthropists to give money to grow organizations and then to take them over.	entailment	neutral	entailment
6577	8896	yeah yeah if they do come up with a positive regardless of what uh what it was they detected uh we're required to go attend a uh a counseling session	We still have three more weeks of counseling left even if everything seems positive. 	neutral	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	129834n	telephone	yeah yeah if they do come up with a positive regardless of what uh what it was they detected uh we're required to go attend a uh a counseling session	We still have three more weeks of counseling left even if everything seems positive. 	neutral	neutral	neutral
6578	8897	We did not study the reasons for these deviations specifically, but they likely result from the context in which federal CIOs operate.	The Context in which federal CIOs operate is no different from other CIOs.	neutral	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	34776c	government	We did not study the reasons for these deviations specifically, but they likely result from the context in which federal CIOs operate.	The Context in which federal CIOs operate is no different from other CIOs.	contradiction	contradiction	entailment
6579	8898	The other women gasped and asked,  And what is the famous Lipschitz curse?	The other women gasped for air, amazed.	neutral	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	43970n	verbatim	The other women gasped and asked,  And what is the famous Lipschitz curse?	The other women gasped for air, amazed.	entailment	neutral	neutral
6580	8899	Many Lakeland hotels also quote a D, B and B (dinner, bed, and breakfast) rate, which includes the evening meal and is often quite cost-effective.	Many Lakeland hotels also quote an affordable dinner, bed, and breakfast rate, but there is not a shortage of affordable dinner restaurants in the area if one chooses not to eat at the hotel.	neutral	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2619n	travel	Many Lakeland hotels also quote a D, B and B (dinner, bed, and breakfast) rate, which includes the evening meal and is often quite cost-effective.	Many Lakeland hotels also quote an affordable dinner, bed, and breakfast rate, but there is not a shortage of affordable dinner restaurants in the area if one chooses not to eat at the hotel.	neutral	neutral	neutral
6581	8900	Indeed, efforts to use public concern, and at times outrage, to tackle the sweatshop problem go back to the early part of this century.	Efforts to curb sweat shops seem to be unsuccessful.	neutral	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	75251n	oup	Indeed, efforts to use public concern, and at times outrage, to tackle the sweatshop problem go back to the early part of this century.	Efforts to curb sweat shops seem to be unsuccessful.	neutral	neutral	neutral
6582	8901	Still there is great need, especially in the way of endowed scholarships.	Endowed scholarships make up half of our total aid to students.	neutral	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	41641n	letters	Still there is great need, especially in the way of endowed scholarships.	Endowed scholarships make up half of our total aid to students.	neutral	neutral	neutral
6583	8902	um-hum yes i was amazed we spent the only time we played on our trip was in Douglas Arizona and uh that was just	Douglas, Arizona was a highlight of our trip.	neutral	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	16469n	telephone	um-hum yes i was amazed we spent the only time we played on our trip was in Douglas Arizona and uh that was just	Douglas, Arizona was a highlight of our trip.	entailment	neutral	entailment
6584	8903	At 8:21, American 11 turned off its transponder, immediately degrading the information available about the aircraft.	American 11 turned off its transponder at 8:21 AM immediately degrading any available information about the location or wellbeing of the aircraft which may have been done by the terrorists in an effort to make it harder for the military to track the airplane. 	neutral	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	64346n	nineeleven	At 8:21, American 11 turned off its transponder, immediately degrading the information available about the aircraft.	American 11 turned off its transponder at 8:21 AM immediately degrading any available information about the location or wellbeing of the aircraft which may have been done by the terrorists in an effort to make it harder for the military to track the airplane. 	neutral	neutral	neutral
6585	8904	The emergence of textile, apparel, and retail enterprises in the United States is full of fascinating twists.	Rising textile, apparel, and retail enterprises in America are interesting because of the potential profit.	neutral	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	107353n	oup	The emergence of textile, apparel, and retail enterprises in the United States is full of fascinating twists.	Rising textile, apparel, and retail enterprises in America are interesting because of the potential profit.	neutral	neutral	neutral
6586	8905	Sharing information and current knowledge of the market across channel players achieves some of the same objectives'at lower cost'of formally reaching forward or backward into markets.	Reaching backward into the market is a difficult, time-intensive process.	neutral	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	120073n	oup	Sharing information and current knowledge of the market across channel players achieves some of the same objectives'at lower cost'of formally reaching forward or backward into markets.	Reaching backward into the market is a difficult, time-intensive process.	neutral	neutral	neutral
6587	8906	It is only from an article about CED that we learn it has  171,000 entries,  which suggests that Collins means by references what Merriam-Webster means by entries .  But CED and Cobuild certainly do not say so!	Entries is a more precise term that references and is less confusing.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128067n	verbatim	It is only from an article about CED that we learn it has  171,000 entries,  which suggests that Collins means by references what Merriam-Webster means by entries .  But CED and Cobuild certainly do not say so!	Entries is a more precise term that references and is less confusing.	neutral	neutral	neutral
6588	8907	It must also report the information to the employee's home agency promptly to facilitate disbursement of pay by the home agency.	The information is all reported at once at the end of the fiscal year.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101104c	government	It must also report the information to the employee's home agency promptly to facilitate disbursement of pay by the home agency.	The information is all reported at once at the end of the fiscal year.	neutral	neutral	neutral
6589	8908	Don't you think that will be hard if you move all the way up there, not seeing them as much?	It probably will, but he has to move up there for work.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133897n	facetoface	Don't you think that will be hard if you move all the way up there, not seeing them as much?	It probably will, but he has to move up there for work.	contradiction	neutral	neutral
6590	8909	"No money no results!"" Another voice which Tommy rather thought was that of Boris replied: ""Will you guarantee that there ARE results?"""	Money will give results if there is enough of it. 	neutral	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	77175n	fiction	"No money no results!"" Another voice which Tommy rather thought was that of Boris replied: ""Will you guarantee that there ARE results?"""	Money will give results if there is enough of it. 	contradiction	neutral	neutral
6591	8910	Best of all, probably, was the unintentional but unavoidable hilarity roused by Hattie McDaniels, Butterfly McQueen, and Vivien Leigh as they jabbered and squeaked in Japanese about Ashley Wilkes, Mista Rhett, and the fall of Atlanta.	The squeaked in Japanese about how gruesome the fall of Atlanta was.	neutral	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	109429n	verbatim	Best of all, probably, was the unintentional but unavoidable hilarity roused by Hattie McDaniels, Butterfly McQueen, and Vivien Leigh as they jabbered and squeaked in Japanese about Ashley Wilkes, Mista Rhett, and the fall of Atlanta.	The squeaked in Japanese about how gruesome the fall of Atlanta was.	entailment	entailment	entailment
6592	8911	Vaikuntaperumal is a Vishnu temple of the same period, famous for its elevated colonnade of lively sculpted reliefs showing the many exploits of the Pallava kings.	The Pallava kings were famously warlike and brave.	neutral	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	85731n	travel	Vaikuntaperumal is a Vishnu temple of the same period, famous for its elevated colonnade of lively sculpted reliefs showing the many exploits of the Pallava kings.	The Pallava kings were famously warlike and brave.	neutral	neutral	neutral
6593	8912	The avenue on the left leads towards the pointed Divan Tower (Divan Kulesi), at the foot of which lie the Council Chamber and the Grand Vezir's Office.	The avenue does not lead farther than the Grand Vezir's Ofiice.  	neutral	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	115830n	travel	The avenue on the left leads towards the pointed Divan Tower (Divan Kulesi), at the foot of which lie the Council Chamber and the Grand Vezir's Office.	The avenue does not lead farther than the Grand Vezir's Ofiice.  	contradiction	contradiction	contradiction
6594	8913	Probably Lois, your Aunt Lois.	It's your Aunt Lois.	neutral	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	63670n	facetoface	Probably Lois, your Aunt Lois.	It's your Aunt Lois.	entailment	entailment	entailment
6595	8914	No one would ever think of sentiment in connection with you.	No one would think of that because it's not who you are.	neutral	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10004n	fiction	No one would ever think of sentiment in connection with you.	No one would think of that because it's not who you are.	contradiction	neutral	neutral
6596	8915	i don't know how what it would take to be come up with a true perfect system or if one exists but	I don't know if one exists but I will do my best to research the matter.	neutral	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	75775n	telephone	i don't know how what it would take to be come up with a true perfect system or if one exists but	I don't know if one exists but I will do my best to research the matter.	entailment	neutral	neutral
6597	8916	I understand, mademoiselle, I understand all you feel. 	I have been through the same experience, madam.	neutral	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	29068n	fiction	I understand, mademoiselle, I understand all you feel. 	I have been through the same experience, madam.	contradiction	neutral	neutral
6598	8917	Back to the subject of celebrity interviews, British magazines have published a huge number with actress Kate Winslet, the star of Titanic , to promote a new British film she has made.	British magazines interviewed Kate Winslet 37 times in 2008.	neutral	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	6792n	slate	Back to the subject of celebrity interviews, British magazines have published a huge number with actress Kate Winslet, the star of Titanic , to promote a new British film she has made.	British magazines interviewed Kate Winslet 37 times in 2008.	contradiction	neutral	neutral
6599	8918	Jarrah's objective was to crash his airliner into symbols of the American Republic, the Capitol or the White House.	Jarrah would prefer to hit the white house.	neutral	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	75800n	nineeleven	Jarrah's objective was to crash his airliner into symbols of the American Republic, the Capitol or the White House.	Jarrah would prefer to hit the white house.	neutral	neutral	neutral
6600	8919	Another book that I read recently is very interesting books The Journals of Lewis and Clark.	I read The Journals of Lewis and Clark last week. 	neutral	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	99546n	facetoface	Another book that I read recently is very interesting books The Journals of Lewis and Clark.	I read The Journals of Lewis and Clark last week. 	entailment	neutral	neutral
6601	8920	Communication tools like Safety-Wise, Happenings, along with event calendars and other materials, allow volunteers to provide quality, informed leadership.	Volunteers are able to provide quality, informed leadership via communication tools like Safety-Wise, Happenings, along with event calendars and other materials 7 days a week, 24 hours per day.	neutral	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	128286n	letters	Communication tools like Safety-Wise, Happenings, along with event calendars and other materials, allow volunteers to provide quality, informed leadership.	Volunteers are able to provide quality, informed leadership via communication tools like Safety-Wise, Happenings, along with event calendars and other materials 7 days a week, 24 hours per day.	entailment	neutral	neutral
6602	8921	Perhaps the fascination with man's past grew out of the obsession with ruins evinced by Romanticism; certainly, modern archaeology seems to have followed close behind, for the excavation of the supposed site of Troy took place only about 100 years ago.	History was not important for most of history, they didn't care what had occurred. 	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61368n	verbatim	Perhaps the fascination with man's past grew out of the obsession with ruins evinced by Romanticism; certainly, modern archaeology seems to have followed close behind, for the excavation of the supposed site of Troy took place only about 100 years ago.	History was not important for most of history, they didn't care what had occurred. 	neutral	contradiction	contradiction
6603	8922	In public testimony before this Commission in May 2003, NORAD officials stated that at 9:16, NEADS received hijack notification of United 93 from the FAA.	The FAA tried to relay the information to NEADS as quickly as possible.	neutral	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	60286n	nineeleven	In public testimony before this Commission in May 2003, NORAD officials stated that at 9:16, NEADS received hijack notification of United 93 from the FAA.	The FAA tried to relay the information to NEADS as quickly as possible.	neutral	neutral	neutral
6604	8923	On the northern slopes of this rocky outcropping is the site of the ancient capital of the island, also called Thira, which dates from the third century b.c. (when the Aegean was under Ptolemaic rule).	The ancient capital has some of the most stunning architecture of the entire island.	neutral	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	19n	travel	On the northern slopes of this rocky outcropping is the site of the ancient capital of the island, also called Thira, which dates from the third century b.c. (when the Aegean was under Ptolemaic rule).	The ancient capital has some of the most stunning architecture of the entire island.	entailment	neutral	neutral
6605	8924	These runs could cost far more than the value of the small improvement in service.	The runs would cost $36,000.	neutral	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	99670n	government	These runs could cost far more than the value of the small improvement in service.	The runs would cost $36,000.	neutral	neutral	neutral
6606	8925	To be fair, Si doesn't pay for all such treats.	Si only pays for some treats.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113913e	slate	To be fair, Si doesn't pay for all such treats.	Si only pays for some treats.	contradiction	entailment	contradiction
6607	8926	 The Garden Island is lush with botanical estates and Waimea Canyon, the grand Canyon of the Pacific .	Waimea Canyon was formed by icebergs similar to the Grand Canyon.	neutral	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	120274n	travel	 The Garden Island is lush with botanical estates and Waimea Canyon, the grand Canyon of the Pacific .	Waimea Canyon was formed by icebergs similar to the Grand Canyon.	contradiction	contradiction	neutral
6608	8927	When I first began to study German it took a while to learn that Gift was not something one wanted for Christmas, and that Mist was not cool and dewy, but warm and smelly.	Going to Germany made it easy to get a better understanding of German language.	neutral	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	80913n	verbatim	When I first began to study German it took a while to learn that Gift was not something one wanted for Christmas, and that Mist was not cool and dewy, but warm and smelly.	Going to Germany made it easy to get a better understanding of German language.	neutral	neutral	contradiction
6609	8928	A proserous tourist district, it is full of shopping centers and department stores, along with a number of good restaurants.	The shopping at the tourist district is some of the cheapest around.  	neutral	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10863n	travel	A proserous tourist district, it is full of shopping centers and department stores, along with a number of good restaurants.	The shopping at the tourist district is some of the cheapest around.  	neutral	neutral	neutral
6610	8929	Decline in total expenditure (income) elasticity of demand from 0.36 to 0.25 over same period.	Economists suggest that this change is minor and therefore not noteworthy.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37607c	government	Decline in total expenditure (income) elasticity of demand from 0.36 to 0.25 over same period.	Economists suggest that this change is minor and therefore not noteworthy.	contradiction	neutral	neutral
6611	8930	We've been a couple of mutts, who've bitten off a bigger bit than they can chew.	We are like dogs in many ways. 	neutral	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	24119n	fiction	We've been a couple of mutts, who've bitten off a bigger bit than they can chew.	We are like dogs in many ways. 	neutral	neutral	neutral
6612	8931	Three of the flights had actually taken off within 10 to 15 minutes of their planned departure times.	There of the flights had taken off, but the others remained.	neutral	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	94347n	nineeleven	Three of the flights had actually taken off within 10 to 15 minutes of their planned departure times.	There of the flights had taken off, but the others remained.	neutral	neutral	neutral
6613	8932	Although it is a significant part of the poverty population, Asians historically have not been able to participate in the services and programs available to the poor, he said.	Asians are always poor.	neutral	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	103482c	government	Although it is a significant part of the poverty population, Asians historically have not been able to participate in the services and programs available to the poor, he said.	Asians are always poor.	contradiction	contradiction	contradiction
6614	8933	For example, computers and related equipment have an estimated annual depreciation rate of 31 percent,7 and new versions of software applications are released every few years.	Computers will not be able to function to a business' standards once the equipment is 7 years old.	neutral	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	138451n	government	For example, computers and related equipment have an estimated annual depreciation rate of 31 percent,7 and new versions of software applications are released every few years.	Computers will not be able to function to a business' standards once the equipment is 7 years old.	neutral	neutral	contradiction
6615	8934	It is perfectly feasible to spend a fortnight in Eilat, exploring the Red Sea, lying on the beaches, journeying into the Negev Desert and never see a religious building or an archaeological site.	Irrespective of this, Eliat is not seen to be a premier vacation destination.	neutral	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	92419n	travel	It is perfectly feasible to spend a fortnight in Eilat, exploring the Red Sea, lying on the beaches, journeying into the Negev Desert and never see a religious building or an archaeological site.	Irrespective of this, Eliat is not seen to be a premier vacation destination.	contradiction	contradiction	neutral
6616	8935	This having come to his stepmother's ears, she taxed him with it on the afternoon before her death, and a quarrel ensued, part of which was overheard. 	He felt guilty for the rest of his life for the last words he spoke to her before her death.	neutral	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	36811n	fiction	This having come to his stepmother's ears, she taxed him with it on the afternoon before her death, and a quarrel ensued, part of which was overheard. 	He felt guilty for the rest of his life for the last words he spoke to her before her death.	neutral	neutral	entailment
6617	8936	Typically assumed to be a high-roller card game, baccarat (bah-cah-rah) is similar to blackjack, though it's played with stricter rules, higher limits, and less player interaction.	Only players with a lot of money to spend play baccarat.	neutral	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	138744n	travel	Typically assumed to be a high-roller card game, baccarat (bah-cah-rah) is similar to blackjack, though it's played with stricter rules, higher limits, and less player interaction.	Only players with a lot of money to spend play baccarat.	neutral	neutral	neutral
6618	8937	How old were you when she shared this story with you?	So you were a child when she told you the story?	neutral	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	121966n	facetoface	How old were you when she shared this story with you?	So you were a child when she told you the story?	entailment	entailment	entailment
6619	8938	defiantly if you live in an apartment right	Unless you live in a house.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	50415n	telephone	defiantly if you live in an apartment right	Unless you live in a house.	entailment	contradiction	entailment
6620	8939	We need your help with another new feature that starts next week.	You are the only person who can help us with the new feature.	neutral	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	142538n	slate	We need your help with another new feature that starts next week.	You are the only person who can help us with the new feature.	neutral	neutral	neutral
6621	8940	The tabs are getting fed up with women who have become rich and famous by telling everyone else how to be better.	Women who have become rich and famous by telling everyone else how to better do their laundry are making people fed up.	neutral	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	58751n	slate	The tabs are getting fed up with women who have become rich and famous by telling everyone else how to be better.	Women who have become rich and famous by telling everyone else how to better do their laundry are making people fed up.	entailment	entailment	entailment
6622	8941	Around the year 1400, fighting over the island of Singapore drove the Srivijaya prince Parameswara to seek refuge up the peninsula coast with his orang laut pirate friends in their small fishing village of Melaka.	There was fighting over Singapore because it was so valuable to trade.	neutral	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	136994n	travel	Around the year 1400, fighting over the island of Singapore drove the Srivijaya prince Parameswara to seek refuge up the peninsula coast with his orang laut pirate friends in their small fishing village of Melaka.	There was fighting over Singapore because it was so valuable to trade.	neutral	neutral	neutral
6623	8942	By the late 1980s, a growing number of retailers had started changing the way they did business.	Retailers began selling different stuff in the late 1980s.	neutral	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	116222n	oup	By the late 1980s, a growing number of retailers had started changing the way they did business.	Retailers began selling different stuff in the late 1980s.	neutral	entailment	entailment
6624	8943	As long as Assad lives, he can manage these troubles and keep an agreement with Israel.	As long as Assad doesn't die in the hurricane, he will still be able to take care of the trouble with the soldiers. 	neutral	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	101846n	slate	As long as Assad lives, he can manage these troubles and keep an agreement with Israel.	As long as Assad doesn't die in the hurricane, he will still be able to take care of the trouble with the soldiers. 	neutral	neutral	neutral
6625	8944	You can eat and shop in and around the once-magnificent and heavily fortified Crusader city, with its enormous ramparts and cathedral.	The city's cathedral is the location of a large Sunday mass each week. 	neutral	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	50987n	travel	You can eat and shop in and around the once-magnificent and heavily fortified Crusader city, with its enormous ramparts and cathedral.	The city's cathedral is the location of a large Sunday mass each week. 	neutral	neutral	neutral
6626	8945	although the uh it's uh it we almost one day we painted the house to uh we painted we painted the whole inside and it had all this dark trim we thought uh you know we did the one wall but the other trim i'm trying to think i think i think we left most of it because it gets to be uh they don't do that in the newer houses now we don't the uh mold everything is white in a new house everything is white	It took over a day to paint the house	neutral	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	82510c	telephone	although the uh it's uh it we almost one day we painted the house to uh we painted we painted the whole inside and it had all this dark trim we thought uh you know we did the one wall but the other trim i'm trying to think i think i think we left most of it because it gets to be uh they don't do that in the newer houses now we don't the uh mold everything is white in a new house everything is white	It took over a day to paint the house	neutral	entailment	entailment
6627	8946	His generous contribution to dentistry in 1971 has helped twenty-five orthodontic students so far to meet educational expenses; and more students will receive scholarships this year.	His contribution was only enough for twenty five students.	neutral	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	62801n	letters	His generous contribution to dentistry in 1971 has helped twenty-five orthodontic students so far to meet educational expenses; and more students will receive scholarships this year.	His contribution was only enough for twenty five students.	neutral	neutral	contradiction
6628	8947	It suggests that many parents who feel overwhelmed by life's demands ought to be able to free up more time for their children'the first step toward high-quality child rearing.	Many parents who are overwhelmed can free up more time to make their parenting better if the delegate tasks better.	neutral	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	137957n	oup	It suggests that many parents who feel overwhelmed by life's demands ought to be able to free up more time for their children'the first step toward high-quality child rearing.	Many parents who are overwhelmed can free up more time to make their parenting better if the delegate tasks better.	neutral	entailment	entailment
6629	8948	That one time you were trying to take that floor joist.	That time your were trying to take that floor joist, my brother was there too.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16325n	facetoface	That one time you were trying to take that floor joist.	That time your were trying to take that floor joist, my brother was there too.	neutral	neutral	neutral
6630	8949	Cruises are available from the Bhansi Ghat, which is near the CityPalace.	Bhansi Ghat is famour for the ability to take cruises.	neutral	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	81038n	travel	Cruises are available from the Bhansi Ghat, which is near the CityPalace.	Bhansi Ghat is famour for the ability to take cruises.	contradiction	entailment	entailment
6631	8950	At the end of the second year, children begin to label their own and others' internal states with words, such as  want,   happy,   mad,   think,  and  pretend. 	Children think a lot about their internal states and the internal states of others. 	neutral	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	75330n	oup	At the end of the second year, children begin to label their own and others' internal states with words, such as  want,   happy,   mad,   think,  and  pretend. 	Children think a lot about their internal states and the internal states of others. 	entailment	entailment	entailment
6632	8951	Jon shifted and the sword tip slid past.	The man tried again to stab him.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138359n	fiction	Jon shifted and the sword tip slid past.	The man tried again to stab him.	neutral	neutral	neutral
6633	8952	Critics praise Goodman's finely honed descriptive abilities and instinctive grasp of familial dynamics, the ways in which dreams and emotional habits are handed down ...	Critics believe Goodman played a great father in this role.	neutral	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	71974n	slate	Critics praise Goodman's finely honed descriptive abilities and instinctive grasp of familial dynamics, the ways in which dreams and emotional habits are handed down ...	Critics believe Goodman played a great father in this role.	neutral	neutral	neutral
6634	8953	Incoming strays increased by 19 percent over the last three years and is expected to continue to climb.	The increase in strays is directly correlated with an increase in pets as Christmas gifts.	neutral	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	87758n	letters	Incoming strays increased by 19 percent over the last three years and is expected to continue to climb.	The increase in strays is directly correlated with an increase in pets as Christmas gifts.	neutral	neutral	neutral
6635	8954	The best place to view the spring azaleas is at the Azalea Festival in the last week of April at Tokyo's Nezu shrine.	The Azalea Festival is the largest festival in the world.  	neutral	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	72032n	travel	The best place to view the spring azaleas is at the Azalea Festival in the last week of April at Tokyo's Nezu shrine.	The Azalea Festival is the largest festival in the world.  	neutral	neutral	neutral
6636	8955	Although small specialty shops were limited to a few items, such as those found in a traditional dressmaker or milliner's shop, department stores offered fixed prices and the convenience of returning purchases for exchange or cash.	Fixed prices killed the smaller shops.	neutral	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	29136n	oup	Although small specialty shops were limited to a few items, such as those found in a traditional dressmaker or milliner's shop, department stores offered fixed prices and the convenience of returning purchases for exchange or cash.	Fixed prices killed the smaller shops.	neutral	contradiction	neutral
6637	8956	Alonissos has been settled longer than any other Aegean island, estimated by archaeologists to date from 100,000 b.c. , and was valued by many leaders in classical Greek times.	The archaeologists inspecting the site have all but ruined it because of their digging.	neutral	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	114459n	travel	Alonissos has been settled longer than any other Aegean island, estimated by archaeologists to date from 100,000 b.c. , and was valued by many leaders in classical Greek times.	The archaeologists inspecting the site have all but ruined it because of their digging.	neutral	neutral	neutral
6638	8957	We look forward to seeing you at our annual recognition event Space is limited.	If too many people turn up, we'll have to turn you away.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111602n	letters	We look forward to seeing you at our annual recognition event Space is limited.	If too many people turn up, we'll have to turn you away.	neutral	contradiction	neutral
6639	8958	 I can't remember much family togetherness when I was a kid,  Hannah remarked.	I can't remember much togetherness with my sisters when I was a kid, Hannah remarked.	neutral	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	128860n	oup	 I can't remember much family togetherness when I was a kid,  Hannah remarked.	I can't remember much togetherness with my sisters when I was a kid, Hannah remarked.	entailment	neutral	entailment
6640	8959	This provides insight into the important Japanese concept of katachi (form), the rough equivalent of  It isn't what you do; it's the way that you do it.  	All Japanese people abide by the concept of katachi.	neutral	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	128729n	travel	This provides insight into the important Japanese concept of katachi (form), the rough equivalent of  It isn't what you do; it's the way that you do it.  	All Japanese people abide by the concept of katachi.	entailment	neutral	contradiction
6641	8960	oh yeah IBM uh i mean uh a lot of people use human factors folks but IBM is what i'm looking at right now	I'm looking at IBM right now but I've looked at tons of other things.	neutral	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87087n	telephone	oh yeah IBM uh i mean uh a lot of people use human factors folks but IBM is what i'm looking at right now	I'm looking at IBM right now but I've looked at tons of other things.	entailment	neutral	entailment
6642	8961	Because GAO's primary function is to support the Congress in carrying out its decision-making and oversight responsibilities, the number of times our experts testify before congressional panels each year is an indicator of our responsiveness and reflects the impact, importance, and value of our work.	They wanted to do more than just the bare minimum.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136296n	government	Because GAO's primary function is to support the Congress in carrying out its decision-making and oversight responsibilities, the number of times our experts testify before congressional panels each year is an indicator of our responsiveness and reflects the impact, importance, and value of our work.	They wanted to do more than just the bare minimum.	neutral	neutral	neutral
6643	8962	Auditors may use an engagement letter, if appropriate, to communicate the information.	Auditors may use an engagement letter to communicate with the stakeholders.	neutral	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	111321n	government	Auditors may use an engagement letter, if appropriate, to communicate the information.	Auditors may use an engagement letter to communicate with the stakeholders.	entailment	neutral	entailment
6644	8963	Yet, in the mouths of the white townsfolk of Salisbury, N.C., it sounds convincing.	White townsfolk in Salisbury, N.C. are easily convinced of things. 	neutral	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	101470n	slate	Yet, in the mouths of the white townsfolk of Salisbury, N.C., it sounds convincing.	White townsfolk in Salisbury, N.C. are easily convinced of things. 	entailment	entailment	contradiction
6645	8964	"I admit I have knowledge of a certain name, but perhaps my knowledge ends there."""	Perhaps a tip would help refresh my memory?	neutral	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	71860n	fiction	"I admit I have knowledge of a certain name, but perhaps my knowledge ends there."""	Perhaps a tip would help refresh my memory?	neutral	neutral	neutral
6646	8965	Among the factors that are expected to have a substantial impact on employment in the textiles and apparel industries, perhaps the most influential will be the trade policy agreed to in the GATT.	The textile industry is projected to grow after the new policy.	neutral	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	23264n	oup	Among the factors that are expected to have a substantial impact on employment in the textiles and apparel industries, perhaps the most influential will be the trade policy agreed to in the GATT.	The textile industry is projected to grow after the new policy.	neutral	neutral	neutral
